"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"QB","Teddy Bridgewater",5100,"Min@TB 01:00PM ET",12.420
"QB","Johnny Manziel",5100,"Oak@Cle 04:25PM ET",0.000
"QB","Matt Hasselbeck",5000,"Ind@Pit 04:25PM ET",0.250
"QB","Michael Vick",5000,"Buf@NYJ 01:00PM ET",0.836
"QB","Josh McCown",5000,"Min@TB 01:00PM ET",12.033
"QB","Jason Campbell",5000,"Bal@Cin 01:00PM ET",0.840
"QB","Tarvaris Jackson",5000,"Sea@Car 01:00PM ET",0
"QB","Derek Anderson",5000,"Sea@Car 01:00PM ET",8.490
"QB","Bruce Gradkowski",5000,"Ind@Pit 04:25PM ET",-0.200
"QB","Dan Orlovsky",5000,"Det@Atl 09:30AM ET",0
"WR","Marques Colston",5000,"GB@NO 08:30PM ET",11.317
"QB","Kellen Clemens",5000,"SD@Den 08:25PM ET",0.000
"QB","Shaun Hill",5000,"StL@KC 01:00PM ET",2.140
"QB","Matt Moore",5000,"Mia@Jax 01:00PM ET",-0.200
"QB","Drew Stanton",5000,"Phi@Ari 04:05PM ET",10.187
"QB","Matt Flynn",5000,"GB@NO 08:30PM ET",-0.260
"QB","Matt Schaub",5000,"Oak@Cle 04:25PM ET",0.000
"QB","Luke McCown",5000,"GB@NO 08:30PM ET",0.000
"QB","Chad Henne",5000,"Mia@Jax 01:00PM ET",10.727
"QB","Mike Kafka",5000,"Min@TB 01:00PM ET",0
"QB","Joe Webb",5000,"Sea@Car 01:00PM ET",0
"QB","Mark Sanchez",5000,"Phi@Ari 04:05PM ET",0
"QB","Chase Daniel",5000,"StL@KC 01:00PM ET",0
"QB","T.J. Yates",5000,"Det@Atl 09:30AM ET",0.780
"QB","Christian Ponder",5000,"Min@TB 01:00PM ET",7.240
"QB","Scott Tolzien",5000,"GB@NO 08:30PM ET",0
"RB","Chris Ivory",5000,"Buf@NYJ 01:00PM ET",12.786
"QB","Case Keenum",5000,"StL@KC 01:00PM ET",0
"QB","Jimmy Clausen",5000,"Chi@NE 01:00PM ET",0.360
"QB","Ryan Mallett",5000,"Hou@Ten 01:00PM ET",-0.100
"QB","Kellen Moore",5000,"Det@Atl 09:30AM ET",0
"QB","Brandon Weeden",5000,"Was@Dal 08:30PM ET",0.000
"QB","Tyrod Taylor",5000,"Bal@Cin 01:00PM ET",-0.300
"QB","Landry Jones",5000,"Ind@Pit 04:25PM ET",0
"QB","EJ Manuel",5000,"Buf@NYJ 01:00PM ET",15.430
"QB","Sean Renfree",5000,"Det@Atl 09:30AM ET",0
"QB","Matt McGloin",5000,"Oak@Cle 04:25PM ET",7.460
"QB","Matt Barkley",5000,"Phi@Ari 04:05PM ET",0
"QB","Zach Mettenberger",5000,"Hou@Ten 01:00PM ET",-0.320
"QB","Aaron Murray",5000,"StL@KC 01:00PM ET",0
"QB","Brock Osweiler",5000,"SD@Den 08:25PM ET",0.000
"QB","Logan Thomas",5000,"Phi@Ari 04:05PM ET",7.240
"QB","Tom Savage",5000,"Hou@Ten 01:00PM ET",0
"QB","Jimmy Garoppolo",5000,"Chi@NE 01:00PM ET",3.200
"WR","Kelvin Benjamin",5000,"Sea@Car 01:00PM ET",16.243
"QB","Dustin Vaughan",5000,"Was@Dal 08:30PM ET",0
"WR","Michael Floyd",4900,"Phi@Ari 04:05PM ET",12.083
"WR","Kendall Wright",4900,"Hou@Ten 01:00PM ET",12.714
"RB","Ronnie Hillman",4900,"SD@Den 08:25PM ET",13.050
"RB","Jerick McKinnon",4900,"Min@TB 01:00PM ET",8.886
"WR","Brandon LaFell",4800,"Chi@NE 01:00PM ET",10.529
"RB","Joique Bell",4800,"Det@Atl 09:30AM ET",11.483
"RB","Darren Sproles",4700,"Phi@Ari 04:05PM ET",13.817
"WR","Andrew Hawkins",4700,"Oak@Cle 04:25PM ET",11.833
"RB","Darren McFadden",4700,"Oak@Cle 04:25PM ET",10.950
"WR","Doug Baldwin",4700,"Sea@Car 01:00PM ET",10.500
"WR","Terrance Williams",4700,"Was@Dal 08:30PM ET",12.686
"RB","Trent Richardson",4700,"Ind@Pit 04:25PM ET",11.871
"WR","Brandin Cooks",4700,"GB@NO 08:30PM ET",12.367
"RB","Pierre Thomas",4600,"GB@NO 08:30PM ET",12.950
"WR","Eric Decker",4600,"Buf@NYJ 01:00PM ET",12.383
"RB","Ben Tate",4600,"Oak@Cle 04:25PM ET",11.125
"WR","Julian Edelman",4600,"Chi@NE 01:00PM ET",14.371
"WR","Brian Quick",4600,"StL@KC 01:00PM ET",13.083
"RB","Denard Robinson",4600,"Mia@Jax 01:00PM ET",6.543
"WR","Mike Evans",4500,"Min@TB 01:00PM ET",11.760
"WR","Larry Fitzgerald",4400,"Phi@Ari 04:05PM ET",9.383
"WR","Louis Murphy Jr.",4400,"Min@TB 01:00PM ET",16.200
"RB","Doug Martin",4400,"Min@TB 01:00PM ET",8.100
"WR","Torrey Smith",4400,"Bal@Cin 01:00PM ET",10.400
"WR","Kenny Stills",4400,"GB@NO 08:30PM ET",9.680
"WR","Keenan Allen",4400,"SD@Den 08:25PM ET",10.343
"RB","Tre Mason",4400,"StL@KC 01:00PM ET",10.350
"WR","Allen Robinson",4400,"Mia@Jax 01:00PM ET",11.014
"RB","Reggie Bush",4300,"Det@Atl 09:30AM ET",10.750
"WR","James Jones",4300,"Oak@Cle 04:25PM ET",14.383
"TE","Delanie Walker",4300,"Hou@Ten 01:00PM ET",13.686
"RB","Mark Ingram",4300,"GB@NO 08:30PM ET",14.467
"WR","Cecil Shorts III",4300,"Mia@Jax 01:00PM ET",11.375
"WR","Malcom Floyd",4200,"SD@Den 08:25PM ET",11.743
"RB","Alfred Morris",4200,"Was@Dal 08:30PM ET",10.129
"WR","DeAndre Hopkins",4200,"Hou@Ten 01:00PM ET",14.486
"WR","Reggie Wayne",4100,"Ind@Pit 04:25PM ET",12.914
"TE","Owen Daniels",4100,"Bal@Cin 01:00PM ET",10.357
"WR","Eddie Royal",4100,"SD@Den 08:25PM ET",12.914
"TE","Clay Harbor",4100,"Mia@Jax 01:00PM ET",11.925
"WR","Percy Harvin",4100,"Buf@NYJ 01:00PM ET",9.900
"WR","Andre Holmes",4100,"Oak@Cle 04:25PM ET",11.550
"WR","Greg Jennings",4000,"Min@TB 01:00PM ET",9.500
"WR","Jermaine Kearse",4000,"Sea@Car 01:00PM ET",7.080
"TE","Jordan Reed",4000,"Was@Dal 08:30PM ET",9.667
"RB","Bobby Rainey",3900,"Min@TB 01:00PM ET",11.350
"RB","Ryan Mathews",3900,"SD@Den 08:25PM ET",10.850
"TE","Dwayne Allen",3900,"Ind@Pit 04:25PM ET",11.643
"RB","Benny Cunningham",3900,"StL@KC 01:00PM ET",9.950
"TE","Gavin Escobar",3900,"Was@Dal 08:30PM ET",4.786
"TE","Travis Kelce",3800,"StL@KC 01:00PM ET",12.117
"RB","Montee Ball",3800,"SD@Den 08:25PM ET",9.350
"WR","Jordan Matthews",3800,"Phi@Ari 04:05PM ET",9.600
"TE","Jason Witten",3700,"Was@Dal 08:30PM ET",7.943
"RB","Fred Jackson",3700,"Buf@NYJ 01:00PM ET",13.857
"TE","Jermaine Gresham",3700,"Bal@Cin 01:00PM ET",6.950
"TE","Jordan Cameron",3700,"Oak@Cle 04:25PM ET",8.000
"RB","Alfred Blue",3700,"Hou@Ten 01:00PM ET",4.514
"WR","Dwayne Bowe",3600,"StL@KC 01:00PM ET",9.380
"WR","Riley Cooper",3600,"Phi@Ari 04:05PM ET",8.450
"WR","Miles Austin",3500,"Oak@Cle 04:25PM ET",9.683
"WR","Wes Welker",3500,"SD@Den 08:25PM ET",10.150
"RB","C.J. Spiller",3500,"Buf@NYJ 01:00PM ET",9.229
"TE","Charles Clay",3500,"Mia@Jax 01:00PM ET",7.900
"WR","Jarius Wright",3500,"Min@TB 01:00PM ET",7.700
"WR","Markus Wheaton",3500,"Ind@Pit 04:25PM ET",7.600
"WR","Jarvis Landry",3500,"Mia@Jax 01:00PM ET",8.200
"WR","Davante Adams",3500,"GB@NO 08:30PM ET",6.829
"DST","Texans ",3400,"Hou@Ten 01:00PM ET",10.286
"DST","Lions ",3400,"Det@Atl 09:30AM ET",10.143
"DST","Colts ",3400,"Ind@Pit 04:25PM ET",9.286
"RB","Jonathan Stewart",3400,"Sea@Car 01:00PM ET",8.700
"TE","Jared Cook",3400,"StL@KC 01:00PM ET",9.667
"TE","Coby Fleener",3400,"Ind@Pit 04:25PM ET",8.057
"TE","Kyle Rudolph",3400,"Min@TB 01:00PM ET",8.533
"RB","Bryce Brown",3400,"Buf@NYJ 01:00PM ET",0
"TE","Cooper Helfet",3400,"Sea@Car 01:00PM ET",5.350
"TE","Austin Seferian-Jenkins",3400,"Min@TB 01:00PM ET",5.725
"TE","Jace Amaro",3400,"Buf@NYJ 01:00PM ET",8.057
"RB","Isaiah Crowell",3400,"Oak@Cle 04:25PM ET",8.550
"DST","Bills ",3300,"Buf@NYJ 01:00PM ET",9.143
"DST","Dolphins ",3300,"Mia@Jax 01:00PM ET",8.667
"DST","Eagles ",3300,"Phi@Ari 04:05PM ET",15.667
"TE","Heath Miller",3300,"Ind@Pit 04:25PM ET",8.500
"RB","Steven Jackson",3300,"Det@Atl 09:30AM ET",8.071
"RB","Chris Johnson",3300,"Buf@NYJ 01:00PM ET",7.857
"RB","Anthony Dixon",3300,"Buf@NYJ 01:00PM ET",2.600
"RB","Matt Asiata",3300,"Min@TB 01:00PM ET",10.886
"TE","Niles Paul",3300,"Was@Dal 08:30PM ET",9.771
"RB","Roy Helu Jr.",3300,"Was@Dal 08:30PM ET",9.186
"WR","John Brown",3300,"Phi@Ari 04:05PM ET",9.067
"RB","Knile Davis",3300,"StL@KC 01:00PM ET",12.067
"RB","Zac Stacy",3300,"StL@KC 01:00PM ET",8.583
"RB","Bishop Sankey",3300,"Hou@Ten 01:00PM ET",5.800
"RB","Jeremy Hill",3300,"Bal@Cin 01:00PM ET",9.050
"WR","Cordarrelle Patterson",3300,"Min@TB 01:00PM ET",9.329
"RB","Khiry Robinson",3300,"GB@NO 08:30PM ET",8.100
"DST","Seahawks ",3200,"Sea@Car 01:00PM ET",4.500
"DST","Ravens ",3200,"Bal@Cin 01:00PM ET",8.286
"WR","Lance Moore",3200,"Ind@Pit 04:25PM ET",4.920
"WR","Derek Hagan",3200,"Hou@Ten 01:00PM ET",2.557
"WR","Jerricho Cotchery",3200,"Sea@Car 01:00PM ET",8.883
"WR","Andre Roberts",3200,"Was@Dal 08:30PM ET",8.400
"TE","Zach Ertz",3200,"Phi@Ari 04:05PM ET",10.100
"WR","Chris Hogan",3200,"Buf@NYJ 01:00PM ET",4.743
"RB","Terrance West",3200,"Oak@Cle 04:25PM ET",9.400
"DST","Cardinals ",3100,"Phi@Ari 04:05PM ET",7.833
"TE","Scott Chandler",3100,"Buf@NYJ 01:00PM ET",7.543
"RB","DeAngelo Williams",3100,"Sea@Car 01:00PM ET",5.300
"RB","Antone Smith",3100,"Det@Atl 09:30AM ET",10.929
"WR","Brice Butler",3100,"Oak@Cle 04:25PM ET",5.540
"RB","Bernard Pierce",3100,"Bal@Cin 01:00PM ET",6.460
"RB","Daniel Thomas",3100,"Mia@Jax 01:00PM ET",6.533
"RB","Storm Johnson",3100,"Mia@Jax 01:00PM ET",6.333
"WR","Justin Hunter",3100,"Hou@Ten 01:00PM ET",7.714
"DST","Bengals ",3000,"Bal@Cin 01:00PM ET",5.500
"DST","Cowboys ",3000,"Was@Dal 08:30PM ET",6.143
"TE","Mike Leach",3000,"Phi@Ari 04:05PM ET",0.000
"WR","Santana Moss",3000,"Was@Dal 08:30PM ET",0.000
"RB","Ronnie Brown",3000,"SD@Den 08:25PM ET",1.420
"WR","Brad Smith",3000,"Phi@Ari 04:05PM ET",0.420
"TE","Dante Rosario",3000,"Chi@NE 01:00PM ET",1.914
"RB","Maurice Jones-Drew",3000,"Oak@Cle 04:25PM ET",3.050
"RB","Leon Washington",3000,"Hou@Ten 01:00PM ET",1.671
"WR","Jason Avant",3000,"Sea@Car 01:00PM ET",6.214
"WR","Santonio Holmes",3000,"Chi@NE 01:00PM ET",1.800
"TE","Matt Spaeth",3000,"Ind@Pit 04:25PM ET",0.000
"TE","Clark Harris",3000,"Bal@Cin 01:00PM ET",0.000
"WR","Devin Hester",3000,"Det@Atl 09:30AM ET",9.229
"TE","Anthony Fasano",3000,"StL@KC 01:00PM ET",5.050
"RB","Jackie Battle",3000,"Hou@Ten 01:00PM ET",1.457
"WR","Nate Washington",3000,"Hou@Ten 01:00PM ET",4.271
"WR","Andre Caldwell",3000,"SD@Den 08:25PM ET",0.600
"TE","Jacob Tamme",3000,"SD@Den 08:25PM ET",3.383
"WR","Robert Meachem",3000,"GB@NO 08:30PM ET",1.667
"RB","Tyler Clutts",3000,"Was@Dal 08:30PM ET",0.157
"WR","Donnie Avery",3000,"StL@KC 01:00PM ET",7.400
"WR","Harry Douglas",3000,"Det@Atl 09:30AM ET",10.033
"TE","Brent Celek",3000,"Phi@Ari 04:05PM ET",2.917
"TE","John Carlson",3000,"Phi@Ari 04:05PM ET",4.817
"WR","Eric Weems",3000,"Det@Atl 09:30AM ET",2.071
"WR","Matthew Slater",3000,"Chi@NE 01:00PM ET",0.000
"RB","Frank Summers",3000,"Buf@NYJ 01:00PM ET",0.871
"TE","Benjamin Watson",3000,"GB@NO 08:30PM ET",2.783
"WR","Josh Morgan",3000,"Chi@NE 01:00PM ET",2.433
"WR","Ted Ginn Jr.",3000,"Phi@Ari 04:05PM ET",2.683
"TE","Brandon Pettigrew",3000,"Det@Atl 09:30AM ET",2.257
"RB","Jerome Felton",3000,"Min@TB 01:00PM ET",0.300
"TE","Zach Miller",3000,"Sea@Car 01:00PM ET",4.533
"WR","Danny Amendola",3000,"Chi@NE 01:00PM ET",2.171
"RB","Shonn Greene",3000,"Hou@Ten 01:00PM ET",5.000
"TE","Brandon Myers",3000,"Min@TB 01:00PM ET",4.767
"TE","Darren Fells",3000,"Phi@Ari 04:05PM ET",0.000
"TE","Bear Pascoe",3000,"Det@Atl 09:30AM ET",0.000
"TE","Kevin Brock",3000,"Bal@Cin 01:00PM ET",0.175
"RB","Cedric Peerman",3000,"Bal@Cin 01:00PM ET",0.500
"RB","Chris Ogbonnaya",3000,"Sea@Car 01:00PM ET",3.367
"RB","Jed Collins",3000,"Det@Atl 09:30AM ET",1.257
"TE","Gary Barnidge",3000,"Oak@Cle 04:25PM ET",1.733
"RB","Will Ta'ufo'ou",3000,"Mia@Jax 01:00PM ET",1.600
"WR","Darrius Heyward-Bey",3000,"Ind@Pit 04:25PM ET",0.529
"RB","John Kuhn",3000,"GB@NO 08:30PM ET",1.686
"WR","Seyi Ajirotutu",3000,"SD@Den 08:25PM ET",0.300
"WR","Marlon Moore",3000,"Oak@Cle 04:25PM ET",0.000
"RB","James Starks",3000,"GB@NO 08:30PM ET",4.986
"WR","Brandon Tate",3000,"Bal@Cin 01:00PM ET",5.000
"TE","David Johnson",3000,"SD@Den 08:25PM ET",0.000
"RB","Darrel Young",3000,"Was@Dal 08:30PM ET",4.400
"TE","Ed Dickson",3000,"Sea@Car 01:00PM ET",0.514
"WR","Brian Hartline",3000,"Mia@Jax 01:00PM ET",7.433
"RB","Donald Brown",3000,"SD@Den 08:25PM ET",6.640
"WR","Brandon Gibson",3000,"Mia@Jax 01:00PM ET",3.375
"TE","Chase Coffman",3000,"Hou@Ten 01:00PM ET",0.950
"WR","Chris Williams",3000,"Chi@NE 01:00PM ET",0.000
"TE","Logan Paulsen",3000,"Was@Dal 08:30PM ET",1.800
"TE","Garrett Graham",3000,"Hou@Ten 01:00PM ET",4.033
"TE","Andrew DePaola",3000,"Min@TB 01:00PM ET",0.000
"RB","John Conner",3000,"Buf@NYJ 01:00PM ET",0.000
"TE","David Ausberry",3000,"Oak@Cle 04:25PM ET",0.567
"TE","Jim Dray",3000,"Oak@Cle 04:25PM ET",3.683
"RB","Erik Lorig",3000,"GB@NO 08:30PM ET",0
"WR","Kris Durham",3000,"Hou@Ten 01:00PM ET",0
"TE","Virgil Green",3000,"SD@Den 08:25PM ET",0.683
"TE","John Phillips",3000,"SD@Den 08:25PM ET",1.014
"RB","Shaun Draughn",3000,"SD@Den 08:25PM ET",0.317
"WR","Hakeem Nicks",3000,"Ind@Pit 04:25PM ET",6.157
"TE","Ryan Taylor",3000,"Bal@Cin 01:00PM ET",0.000
"WR","Greg Salas",3000,"Buf@NYJ 01:00PM ET",4.117
"RB","Marcel Reece",3000,"Oak@Cle 04:25PM ET",2.720
"WR","Dwayne Harris",3000,"Was@Dal 08:30PM ET",2.171
"TE","Rob Housler",3000,"Phi@Ari 04:05PM ET",1.560
"WR","Bryan Walters",3000,"Sea@Car 01:00PM ET",1.533
"WR","Jacoby Jones",3000,"Bal@Cin 01:00PM ET",1.029
"TE","Lance Kendricks",3000,"StL@KC 01:00PM ET",7.617
"WR","Jeremy Ross",3000,"Det@Atl 09:30AM ET",4.657
"RB","Toby Gerhart",3000,"Mia@Jax 01:00PM ET",6.720
"RB","Chase Reynolds",3000,"StL@KC 01:00PM ET",0.000
"TE","Michael Palmer",3000,"Ind@Pit 04:25PM ET",1.014
"TE","Jeff Cumberland",3000,"Buf@NYJ 01:00PM ET",5.200
"TE","Michael Hoomanawanui",3000,"Chi@NE 01:00PM ET",0.586
"WR","Joseph Morgan",3000,"GB@NO 08:30PM ET",0.000
"WR","Damian Williams",3000,"Mia@Jax 01:00PM ET",2.400
"TE","Lee Smith",3000,"Buf@NYJ 01:00PM ET",0.000
"TE","Luke Stocker",3000,"Min@TB 01:00PM ET",0.883
"RB","Dexter McCluster",3000,"Hou@Ten 01:00PM ET",4.029
"WR","Mike Williams",3000,"Buf@NYJ 01:00PM ET",4.700
"WR","Kenny Britt",3000,"StL@KC 01:00PM ET",6.850
"TE","Andrew Quarless",3000,"GB@NO 08:30PM ET",5.229
"RB","James Develin",3000,"Chi@NE 01:00PM ET",1.071
"TE","Brett Brackett",3000,"Hou@Ten 01:00PM ET",0.000
"WR","Ryan Broyles",3000,"Det@Atl 09:30AM ET",0.775
"RB","Fozzy Whittaker",3000,"Sea@Car 01:00PM ET",4.400
"WR","Marcus Easley",3000,"Buf@NYJ 01:00PM ET",0.000
"WR","Austin Pettis",3000,"StL@KC 01:00PM ET",5.960
"TE","James Casey",3000,"Phi@Ari 04:05PM ET",2.083
"WR","Charles Johnson",3000,"Min@TB 01:00PM ET",2.950
"RB","DuJuan Harris",3000,"GB@NO 08:30PM ET",0.414
"RB","Daniel Herron",3000,"Ind@Pit 04:25PM ET",0.886
"WR","Dane Sanzenbacher",3000,"Bal@Cin 01:00PM ET",2.450
"WR","Denarius Moore",3000,"Oak@Cle 04:25PM ET",3.640
"TE","Rhett Ellison",3000,"Min@TB 01:00PM ET",2.157
"WR","Nick Toon",3000,"GB@NO 08:30PM ET",0.000
"WR","Dontrelle Inman",3000,"SD@Den 08:25PM ET",0.000
"WR","Greg Little",3000,"Bal@Cin 01:00PM ET",2.300
"RB","Joe Banyard",3000,"Min@TB 01:00PM ET",0.517
"WR","Jeremy Kerley",3000,"Buf@NYJ 01:00PM ET",7.400
"WR","Kamar Aiken",3000,"Bal@Cin 01:00PM ET",3.543
"RB","Robert Hughes",3000,"Phi@Ari 04:05PM ET",0.600
"RB","Travaris Cadet",3000,"GB@NO 08:30PM ET",5.900
"RB","Anthony Sherman",3000,"StL@KC 01:00PM ET",2.217
"WR","Mike Brown",3000,"Mia@Jax 01:00PM ET",2.960
"WR","Aldrick Robinson",3000,"Was@Dal 08:30PM ET",0.320
"WR","Jeff Maehl",3000,"Phi@Ari 04:05PM ET",0.940
"WR","Vincent Brown",3000,"Oak@Cle 04:25PM ET",2.600
"RB","Robert Turbin",3000,"Sea@Car 01:00PM ET",4.233
"RB","Bilal Powell",3000,"Buf@NYJ 01:00PM ET",2.143
"RB","Will Johnson",3000,"Ind@Pit 04:25PM ET",0.314
"WR","Junior Hemingway",3000,"StL@KC 01:00PM ET",2.817
"RB","Patrick DiMarco",3000,"Det@Atl 09:30AM ET",1.943
"TE","Zach Sudfeld",3000,"Buf@NYJ 01:00PM ET",0.357
"WR","Kevin Dorsey",3000,"GB@NO 08:30PM ET",0.700
"TE","James Hanna",3000,"Was@Dal 08:30PM ET",0.000
"RB","George Winn",3000,"Det@Atl 09:30AM ET",2.133
"RB","Cyrus Gray",3000,"StL@KC 01:00PM ET",1.517
"WR","Tavarres King",3000,"Mia@Jax 01:00PM ET",0
"RB","Austin Johnson",3000,"GB@NO 08:30PM ET",1.733
"RB","LeGarrette Blount",3000,"Ind@Pit 04:25PM ET",6.243
"RB","Chris Polk",3000,"Phi@Ari 04:05PM ET",1.500
"RB","Jacquizz Rodgers",3000,"Det@Atl 09:30AM ET",4.143
"TE","Mychal Rivera",3000,"Oak@Cle 04:25PM ET",3.683
"WR","Cole Beasley",3000,"Was@Dal 08:30PM ET",3.414
"RB","Zach Line",3000,"Min@TB 01:00PM ET",0
"TE","Taylor Thompson",3000,"Hou@Ten 01:00PM ET",1.467
"WR","Chris Owusu",3000,"Buf@NYJ 01:00PM ET",3.333
"WR","Griff Whalen",3000,"Ind@Pit 04:25PM ET",-0.143
"WR","Brenton Bersin",3000,"Sea@Car 01:00PM ET",4.233
"RB","Derrick Coleman",3000,"Sea@Car 01:00PM ET",2.180
"TE","Cory Harkey",3000,"StL@KC 01:00PM ET",1.017
"RB","Jonathan Grimes",3000,"Hou@Ten 01:00PM ET",0.814
"WR","Frankie Hammond Jr.",3000,"StL@KC 01:00PM ET",0.533
"TE","Beau Brinkley",3000,"Hou@Ten 01:00PM ET",0.000
"WR","Jaron Brown",3000,"Phi@Ari 04:05PM ET",0.583
"WR","T.J. Graham",3000,"Buf@NYJ 01:00PM ET",0.700
"WR","Chris Givens",3000,"StL@KC 01:00PM ET",3.350
"WR","A.J. Jenkins",3000,"StL@KC 01:00PM ET",2.067
"RB","Glenn Winston",3000,"Oak@Cle 04:25PM ET",0.000
"WR","Keshawn Martin",3000,"Hou@Ten 01:00PM ET",0.829
"TE","MarQueis Gray",3000,"Min@TB 01:00PM ET",0.433
"WR","DeVier Posey",3000,"Hou@Ten 01:00PM ET",0
"WR","Jarrett Boykin",3000,"GB@NO 08:30PM ET",0.925
