"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"WR","Travis Benjamin",3000,"Oak@Cle 04:25PM ET",7.150
"TE","Tim Wright",3000,"Chi@NE 01:00PM ET",4.871
"RB","Jordan Todman",3000,"Mia@Jax 01:00PM ET",2.357
"TE","Ryan Griffin",3000,"Hou@Ten 01:00PM ET",0.486
"TE","Chris Gragg",3000,"Buf@NYJ 01:00PM ET",2.250
"RB","Brandon Bolden",3000,"Chi@NE 01:00PM ET",0.757
"TE","Luke Willson",3000,"Sea@Car 01:00PM ET",2.000
"WR","Damaris Johnson",3000,"Hou@Ten 01:00PM ET",4.371
"RB","Latavius Murray",3000,"Oak@Cle 04:25PM ET",0.117
"TE","Ladarius Green",3000,"SD@Den 08:25PM ET",4.433
"RB","Lance Dunbar",3000,"Was@Dal 08:30PM ET",3.343
"TE","Jordan Thompson",3000,"Det@Atl 09:30AM ET",0.000
"TE","Joseph Fauria",3000,"Det@Atl 09:30AM ET",3.300
"RB","Jonas Gray",3000,"Chi@NE 01:00PM ET",1.200
"TE","Josh Hill",3000,"GB@NO 08:30PM ET",5.333
"TE","Jack Doyle",3000,"Ind@Pit 04:25PM ET",2.971
"WR","Russell Shepard",3000,"Min@TB 01:00PM ET",0.833
"RB","Mike James",3000,"Min@TB 01:00PM ET",0.320
"WR","Ryan Grant",3000,"Was@Dal 08:30PM ET",1.529
"RB","Rex Burkhead",3000,"Bal@Cin 01:00PM ET",0.000
"WR","Mike Campanaro",3000,"Bal@Cin 01:00PM ET",6.750
"RB","Kyle Juszczyk",3000,"Bal@Cin 01:00PM ET",3.357
"TE","Ryan Hewitt",3000,"Bal@Cin 01:00PM ET",0.267
"RB","Stepfan Taylor",3000,"Phi@Ari 04:05PM ET",5.717
"TE","Levine Toilolo",3000,"Det@Atl 09:30AM ET",4.329
"RB","Ray Agnew",3000,"Oak@Cle 04:25PM ET",0.617
"WR","Dri Archer",3000,"Ind@Pit 04:25PM ET",1.720
"WR","Marquise Goodwin",3000,"Buf@NYJ 01:00PM ET",0.960
"WR","Kevin Norwood",3000,"Sea@Car 01:00PM ET",1.400
"RB","Theo Riddick",3000,"Det@Atl 09:30AM ET",4.260
"WR","Rodney Smith",3000,"Oak@Cle 04:25PM ET",0.000
"RB","Trey Watts",3000,"StL@KC 01:00PM ET",1.240
"TE","Alex Bayer",3000,"StL@KC 01:00PM ET",0.000
"WR","Ricardo Lockette",3000,"Sea@Car 01:00PM ET",4.117
"RB","Christine Michael",3000,"Sea@Car 01:00PM ET",0.500
"TE","Dion Sims",3000,"Mia@Jax 01:00PM ET",2.917
"WR","Devin Street",3000,"Was@Dal 08:30PM ET",0.543
"WR","Marlon Brown",3000,"Bal@Cin 01:00PM ET",1.720
"WR","Aaron Dobson",3000,"Chi@NE 01:00PM ET",2.267
"TE","Brandon Bostick",3000,"GB@NO 08:30PM ET",0.200
"WR","Tavon Austin",3000,"StL@KC 01:00PM ET",5.720
"WR","Stedman Bailey",3000,"StL@KC 01:00PM ET",2.500
"WR","Justin Brown",3000,"Ind@Pit 04:25PM ET",3.400
"TE","Nic Jacobs",3000,"Mia@Jax 01:00PM ET",1.800
"WR","James Wright",3000,"Bal@Cin 01:00PM ET",0.680
"TE","Brandon Williams",3000,"Sea@Car 01:00PM ET",1.360
"WR","Allen Hurns",3000,"Mia@Jax 01:00PM ET",10.071
"TE","Crockett Gillmore",3000,"Bal@Cin 01:00PM ET",0.843
"TE","Trey Burton",3000,"Phi@Ari 04:05PM ET",0.167
"WR","Solomon Patton",3000,"Min@TB 01:00PM ET",0.317
"RB","Silas Redd Jr.",3000,"Was@Dal 08:30PM ET",1.443
"RB","Jay Prosch",3000,"Hou@Ten 01:00PM ET",0.486
"WR","Kenbrell Thompkins",3000,"Oak@Cle 04:25PM ET",2.825
"RB","Joseph Randle",3000,"Was@Dal 08:30PM ET",2.057
"WR","Ace Sanders",3000,"Mia@Jax 01:00PM ET",1.400
"TE","Chase Ford",3000,"Min@TB 01:00PM ET",4.125
"TE","C.J. Fiedorowicz",3000,"Hou@Ten 01:00PM ET",0.600
"RB","Senorise Perry",3000,"Chi@NE 01:00PM ET",0.000
"WR","Walt Powell",3000,"Buf@NYJ 01:00PM ET",-0.250
"WR","Josh Huff",3000,"Phi@Ari 04:05PM ET",0.700
"WR","Robert Woods",3000,"Buf@NYJ 01:00PM ET",8.057
"RB","Juwan Thompson",3000,"SD@Den 08:25PM ET",2.550
"RB","James White",3000,"Chi@NE 01:00PM ET",6.600
"WR","Albert Wilson",3000,"StL@KC 01:00PM ET",1.050
"WR","Rishard Matthews",3000,"Mia@Jax 01:00PM ET",1.400
"WR","Corey Fuller",3000,"Det@Atl 09:30AM ET",3.929
"RB","Jamize Olawale",3000,"Oak@Cle 04:25PM ET",0.767
"WR","Paul Richardson",3000,"Sea@Car 01:00PM ET",1.800
"WR","Robert Herron",3000,"Min@TB 01:00PM ET",3.560
"TE","Harold Hoskins",3000,"Mia@Jax 01:00PM ET",0.425
"WR","Isaiah Burse",3000,"SD@Den 08:25PM ET",0.000
"WR","Freddie Martino",3000,"Det@Atl 09:30AM ET",0.000
"TE","Rashaun Allen",3000,"Sea@Car 01:00PM ET",0.000
"WR","Brian Tyms",3000,"Chi@NE 01:00PM ET",5.650
"WR","Saalim Hakim",3000,"Buf@NYJ 01:00PM ET",0.000
"WR","Philly Brown",3000,"Sea@Car 01:00PM ET",4.371
"RB","Devonta Freeman",3000,"Det@Atl 09:30AM ET",6.057
"RB","Ka'Deem Carey",3000,"Chi@NE 01:00PM ET",1.386
"WR","Marqise Lee",3000,"Mia@Jax 01:00PM ET",5.850
"WR","Martavis Bryant",3000,"Ind@Pit 04:25PM ET",12.000
"TE","Demetrius Harris",3000,"StL@KC 01:00PM ET",0.333
"TE","Eric Ebron",3000,"Det@Atl 09:30AM ET",4.383
"WR","Donte Moncrief",3000,"Ind@Pit 04:25PM ET",2.857
"RB","C.J. Anderson",3000,"SD@Den 08:25PM ET",1.500
"TE","Richard Rodgers",3000,"GB@NO 08:30PM ET",1.186
"RB","De'Anthony Thomas",3000,"StL@KC 01:00PM ET",6.150
"WR","Cody Latimer",3000,"SD@Den 08:25PM ET",0.000
"RB","Darrin Reaves",3000,"Sea@Car 01:00PM ET",3.140
"TE","Troy Niklas",3000,"Phi@Ari 04:05PM ET",0.650
"RB","Marion Grice",3000,"Phi@Ari 04:05PM ET",0
"RB","Damien Williams",3000,"Mia@Jax 01:00PM ET",1.167
"TE","Brian Leonhardt",3000,"Oak@Cle 04:25PM ET",2.100
"RB","Lorenzo Taliaferro",3000,"Bal@Cin 01:00PM ET",5.100
"WR","Adam Thielen",3000,"Min@TB 01:00PM ET",1.386
"WR","Taylor Gabriel",3000,"Oak@Cle 04:25PM ET",6.717
"WR","Jeff Janis",3000,"GB@NO 08:30PM ET",1.200
"DST","Buccaneers ",2900,"Min@TB 01:00PM ET",5.500
"DST","Bears ",2800,"Chi@NE 01:00PM ET",7.714
"DST","Broncos ",2800,"SD@Den 08:25PM ET",7.833
"DST","Packers ",2800,"GB@NO 08:30PM ET",8.429
"DST","Chiefs ",2800,"StL@KC 01:00PM ET",6.167
"DST","Raiders ",2800,"Oak@Cle 04:25PM ET",3.167
"DST","Rams ",2800,"StL@KC 01:00PM ET",5.333
"DST","Patriots ",2800,"Chi@NE 01:00PM ET",9.429
"DST","Jets ",2800,"Buf@NYJ 01:00PM ET",3.571
"DST","Falcons ",2700,"Det@Atl 09:30AM ET",6.143
"DST","Browns ",2700,"Oak@Cle 04:25PM ET",6.667
"DST","Titans ",2600,"Hou@Ten 01:00PM ET",6.143
"DST","Vikings ",2600,"Min@TB 01:00PM ET",7.143
"DST","Chargers ",2600,"SD@Den 08:25PM ET",7.429
"DST","Panthers ",2600,"Sea@Car 01:00PM ET",5.286
"DST","Steelers ",2500,"Ind@Pit 04:25PM ET",6.286
"DST","Jaguars ",2500,"Mia@Jax 01:00PM ET",5.429
"DST","Saints ",2400,"GB@NO 08:30PM ET",2.667
"DST","Redskins ",2400,"Was@Dal 08:30PM ET",3.714
