"Position","Name","Salary","GameInfo","AvgPointsPerGame"
"RB","Ray Agnew",3000,"Cle@Atl 01:00PM ET",0.529
"WR","Marquise Goodwin",3000,"NYJ@Buf 07:00PM ET",0.800
"TE","Gavin Escobar",3000,"Dal@NYG 08:30PM ET",3.590
"RB","Kerwynn Williams",3000,"Ari@Sea 04:05PM ET",0.000
"WR","Kevin Norwood",3000,"Ari@Sea 04:05PM ET",1.520
"WR","Rodney Smith",3000,"Cle@Atl 01:00PM ET",0.000
"RB","Trey Watts",3000,"StL@SD 04:05PM ET",0.975
"TE","Alex Bayer",3000,"StL@SD 04:05PM ET",0.000
"WR","Ricardo Lockette",3000,"Ari@Sea 04:05PM ET",3.150
"RB","Christine Michael",3000,"Ari@Sea 04:05PM ET",2.040
"RB","Edwin Baker",3000,"Bal@NO 08:30PM ET",0.067
"TE","Dion Sims",3000,"Mia@Den 04:25PM ET",3.463
"TE","Blake Annen",3000,"TB@Chi 01:00PM ET",0
"WR","Devin Street",3000,"Dal@NYG 08:30PM ET",0.380
"WR","Marlon Brown",3000,"Bal@NO 08:30PM ET",2.413
"WR","Aaron Dobson",3000,"Det@NE 01:00PM ET",2.267
"TE","Brandon Bostick",3000,"GB@Min 01:00PM ET",1.038
"RB","Bernard Pierce",3000,"Bal@NO 08:30PM ET",5.086
"WR","Tavon Austin",3000,"StL@SD 04:05PM ET",4.967
"WR","Stedman Bailey",3000,"StL@SD 04:05PM ET",2.825
"RB","Daniel Thomas",3000,"Mia@Den 04:25PM ET",4.500
"TE","Nic Jacobs",3000,"Jax@Ind 01:00PM ET",1.371
"WR","James Wright",3000,"Cin@Hou 01:00PM ET",0.844
"TE","Cooper Helfet",3000,"Ari@Sea 04:05PM ET",3.613
"RB","Storm Johnson",3000,"Jax@Ind 01:00PM ET",6.333
"TE","Crockett Gillmore",3000,"Bal@NO 08:30PM ET",1.730
"TE","Trey Burton",3000,"Ten@Phi 01:00PM ET",0.100
"RB","Silas Redd Jr.",3000,"Was@SF 04:25PM ET",1.678
"RB","Jay Prosch",3000,"Cin@Hou 01:00PM ET",0.340
"RB","Carlos Hyde",3000,"Was@SF 04:25PM ET",5.210
"RB","Orleans Darkwa",3000,"Dal@NYG 08:30PM ET",1.260
"WR","Ace Sanders",3000,"Jax@Ind 01:00PM ET",0.867
"RB","Andre Williams",3000,"Dal@NYG 08:30PM ET",7.150
"TE","Chase Ford",3000,"GB@Min 01:00PM ET",6.800
"TE","C.J. Fiedorowicz",3000,"Cin@Hou 01:00PM ET",0.400
"RB","Senorise Perry",3000,"TB@Chi 01:00PM ET",0.000
"WR","Walt Powell",3000,"NYJ@Buf 07:00PM ET",-0.250
"WR","Josh Huff",3000,"Ten@Phi 01:00PM ET",1.633
"RB","Juwan Thompson",3000,"Mia@Den 04:25PM ET",3.420
"RB","James White",3000,"Det@NE 01:00PM ET",4.150
"WR","Rishard Matthews",3000,"Mia@Den 04:25PM ET",2.720
"WR","Corey Fuller",3000,"Det@NE 01:00PM ET",3.480
"WR","Marquess Wilson",3000,"TB@Chi 01:00PM ET",3.100
"WR","Paul Richardson",3000,"Ari@Sea 04:05PM ET",2.511
"WR","Robert Herron",3000,"TB@Chi 01:00PM ET",2.543
"TE","Harold Hoskins",3000,"Mia@Den 04:25PM ET",0.586
"WR","Isaiah Burse",3000,"Mia@Den 04:25PM ET",0.000
"WR","Freddie Martino",3000,"Cle@Atl 01:00PM ET",0.000
"TE","Rashaun Allen",3000,"Ari@Sea 04:05PM ET",0.000
"WR","Brian Tyms",3000,"Det@NE 01:00PM ET",2.260
"RB","Antonio Andrews",3000,"Ten@Phi 01:00PM ET",0
"WR","Saalim Hakim",3000,"NYJ@Buf 07:00PM ET",0.000
"RB","Kapri Bibbs",3000,"Mia@Den 04:25PM ET",0
"WR","Quinton Patton",3000,"Was@SF 04:25PM ET",0
"RB","Devonta Freeman",3000,"Cle@Atl 01:00PM ET",5.580
"TE","Austin Seferian-Jenkins",3000,"TB@Chi 01:00PM ET",6.313
"RB","Ka'Deem Carey",3000,"TB@Chi 01:00PM ET",1.640
"WR","Marqise Lee",3000,"Jax@Ind 01:00PM ET",3.943
"WR","Bruce Ellington",3000,"Was@SF 04:25PM ET",2.000
"TE","Eric Ebron",3000,"Det@NE 01:00PM ET",4.643
"WR","Donte Moncrief",3000,"Jax@Ind 01:00PM ET",4.850
"TE","Richard Rodgers",3000,"GB@Min 01:00PM ET",2.360
"WR","Cody Latimer",3000,"Mia@Den 04:25PM ET",0.475
"TE","Troy Niklas",3000,"Ari@Sea 04:05PM ET",0.971
"RB","Marion Grice",3000,"Ari@Sea 04:05PM ET",1.825
"TE","Derek Carrier",3000,"Was@SF 04:25PM ET",1.970
"RB","Damien Williams",3000,"Mia@Den 04:25PM ET",2.900
"RB","Lorenzo Taliaferro",3000,"Bal@NO 08:30PM ET",6.510
"WR","Adam Thielen",3000,"GB@Min 01:00PM ET",0.970
"RB","Khiry Robinson",3000,"Bal@NO 08:30PM ET",8.100
"WR","Corey Washington",3000,"Dal@NYG 08:30PM ET",1.644
"WR","Jeff Janis",3000,"GB@Min 01:00PM ET",1.200
"DST","Bears ",2900,"TB@Chi 01:00PM ET",6.300
"DST","Bengals ",2900,"Cin@Hou 01:00PM ET",5.400
"DST","Rams ",2900,"StL@SD 04:05PM ET",6.700
"DST","Saints ",2900,"Bal@NO 08:30PM ET",4.500
"DST","Chargers ",2900,"StL@SD 04:05PM ET",5.500
"DST","Buccaneers ",2900,"TB@Chi 01:00PM ET",6.800
"DST","Lions ",2800,"Det@NE 01:00PM ET",8.800
"DST","Dolphins ",2800,"Mia@Den 04:25PM ET",11.800
"DST","Jets ",2800,"NYJ@Buf 07:00PM ET",4.000
"DST","Redskins ",2800,"Was@SF 04:25PM ET",4.100
"DST","Falcons ",2700,"Cle@Atl 01:00PM ET",6.500
"DST","Giants ",2700,"Dal@NYG 08:30PM ET",4.400
"DST","Jaguars ",2700,"Jax@Ind 01:00PM ET",5.300
"DST","Titans ",2600,"Ten@Phi 01:00PM ET",5.500
"DST","Vikings ",2600,"GB@Min 01:00PM ET",8.000
